id,title,description,author,publication,isbn,pages,image
457,Le petit oracle des âmes amoureuses,"La personne de votre coeur, ou celle à venir, vous offre ses pensées à travers les messages de cet oracle. Vous capterez ainsi ce que ressent celle ou celui qui vous fait vibrer.Posez-lui vos questions et, grâce à ses guidances justes et précises, cet oracle vous aidera à savoir où vous en êtes, ce qu'il va se passer pour votre relation et comment avancer sur votre chemin d'amour.
Ces cartes messages concernent tous types de liens amoureux, existants ou en devenir.",Géraldine Garance,3 févr. 2022,9782849336496,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg0OTMzNjQ5Ni8xNmI2ZWYzNDcxMjY1YTUwM2RkZGM3NTA2MWVlZDZkZDg0YzUwYWM0LmpwZWc=/16b6ef3471265a503dddc75061eed6dd84c50ac4-250-375.jpeg?v=1&w=250&h=375&resize=fit
434,L'Oracle d'Ankaa,"L'Oracle d'Ankaa
 est un précieux outil de développement personnel pour nettoyer les mémoires bloquantes, cristallisées dans votre mémoire cellulaire au fil de vos incarnations, de votre lignée transgénérationelle ou lors de vos expériences personnelles.Grâce à ces 52 cartes très joliment illustrées, vous serez à même de comprendre les raisons du trop-plein émotionnel qui vous submerge, et pourrez localiser à quel niveau s'est formé le noeud énergétique douloureux. Enfin, vous recevrez une guidance afin de vous en libérer durablement.Dans le livre d'accompagnement, vous découvrirez la signification de chaque carte, ainsi que des techniques de libération pour effectuer ce travail en toute autonomie.",Stéphanie Abellan,16 juin 2020,9782702917510,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjcwMjkxNzUxMC83OTE2MmRkMDJhZjczNDg1NDRhYWEyNzU5NTg0NWZhM2Q4MTE5ODY3LmpwZWc=/79162dd02af7348544aaa27595845fa3d8119867-250-375.jpeg?v=1&w=250&h=375&resize=fit
435,La voie des êtres stellaires,"Activez votre énergie cosmique pour découvrir votre mission d'âme
Avez-vous déjà ressenti la nostalgie d'un ailleurs, sans trop savoir où il se trouve ? Si tel est le cas, vous pourriez bien être un être stellaire - une « vieille âme » ayant expérimenté d'autres mondes avant son passage sur Terre. Grâce à cet oracle, vous pourrez libérer les dons de votre âme, vous connecter avec vos origines stellaires et vous souvenir de qui vous êtes vraiment.Ce coffret contient :
53 cartes magnifiquement illustrées.
Un livre d'accompagnement de 192 pages.",Rebecca Campbell,3 févr. 2022,9782361884390,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjM2MTg4NDM5MC8wYmU0ZWY4NjMxMGU5NzAyNjZiMWZkNTk3NTM3Yjk1ZjQ4NDI2N2M3LmpwZWc=/0be4ef86310e970266b1fd597537b95f484267c7-250-375.jpeg?v=1&w=250&h=375&resize=fit
443,Oracle Les secrets de ton avenir,"Les secrets de ton avenir

Découvre la magie de la divination et apprends à prédire ton futur grâce à cet oracle qui répondra à toutes tes questions. Avec ses messages inspirants, L'oracle Les Secrets de ton Avenir allie prédictions et conseils. Il permet une guidance complète, rapide et intuitive dans tous les domaines de la vie : sentimental, familial, financier, professionnel...
Ton avenir n'aura plus de secrets pour toi !
56 cartes et un livret de 148 pages",Lorelène Fantino,20 juin 2023,9791028527792,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc5MTAyODUyNzc5Mi80OTQ4MzMyZmE3OTdiODA2Yzk0Zjc0NjEzNTExODUwZjc1Y2RhMDYwLmpwZWc=/4948332fa797b806c94f74613511850f75cda060-250-375.jpeg?v=1&w=250&h=375&resize=fit
444,L'oracle intuitif,"L'Oracle intuitif vous ouvre Les portes du temps pour voyager à travers le passé, le présent et le futur. Composé de 33 cartes magnifiquement illustrées, il vous offre une guidance claire, précise et directe pour répondre à vos questionnements intérieurs. Véritable pont avec le plan supérieur, c'est un support divinatoire puissant qui vous parle de votre vie avec des mots simples et bienveillants. Dans le livre de 136 pages tout en couleurs, vous découvrirez la symbolique de chaque carte, mais aussi des vidéos, des articles et des exemples de tirage accessibles grâce aux nombreux QR codes, pour vivre une expérience interactive et tridimensionnelle.Laissez-vous guider par votre intuition, et écoutez la voix que prend la destinée pour vous parler...",Esteban Frederic,15 sept. 2022,9782361885199,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjM2MTg4NTE5OS9jODIyYmUxMmM4OTIyN2U5ZGYxODBmZmQ1ODFmY2VhNzUwYzMwNGE1LmpwZWc=/c822be12c89227e9df180ffd581fcea750c304a5-250-375.jpeg?v=1&w=250&h=375&resize=fit
445,Power of Love - Cartes oracle,"Cet oracle, composé de 45 cartes magnifiquement illustrées, t'aidera à voir plus clair dans ta vie sentimentale et affective.Chacune des cartes t'invite à explorer un aspect de la relation amoureuse : rencontre, passion, choix, jalousie, dépendance, sincérité, réconciliation... Dans le livre de 124 pages tout en couleurs, tu découvriras les messages inspirants de tes guides ainsi que leurs conseils précieux. Que tu sois célibataire, en couple ou en crush, ouvre ton coeur et imprègne-toi de l'énergie puissante de cet oracle !",Julia Saric,11 janv. 2024,9782385780074,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjM4NTc4MDA3NC9iZjRiY2YzN2FhMWQ3NWI2YzdkMWJmZWY0YzU3YTEzZjcwZGJlN2UyLmpwZWc=/bf4bcf37aa1d75b6c7d1bfef4c57a13f70dbe7e2-250-375.jpeg?v=1&w=250&h=375&resize=fit
451,L'Oracle des 12 guidances astrologiques,"Vos énergies fluctuent en permanence sous l'influence des planètes. Pour vous aider à percevoir ces vibrations, Stéphanie Abellan a revisité les cartes du ciel avec un outil unique en son genre et accessible à tous : L'Oracle des 12 guidances astrologiques.Chaque semaine, tirez les cartes pour mettre en relation les astres et les signes du zodiaque. Cet horoscope évolutif vous éclairera sur les énergies du moment et les comportements à adopter : rester prudent ? Foncer ? Fouiller le passé et ses parts d'ombre ou, au contraire, vous offrir du répit ?Amour, spiritualité, travail, argent : bénéficiez d'une guidance sur mesure pour tous les domaines de votre vie !
Ce coffret contient :

un livre en couleurs de 168 pages ;
24 cartes holographiques (12 cartes astrales et 12 tartes astrologiques) ;
une superbe pochette pour les ranger, qui se déplie en tapis de tirage.",Stéphanie Abellan,7 sept. 2023,9782702926901,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjcwMjkyNjkwMS8xNmMyOWUxNmIxYjA3MzEwODY3ZDgzZTdiYTljMWJlMDMwMWIyYzM5LmpwZWc=/16c29e16b1b07310867d83e7ba9c1be0301b2c39-250-375.jpeg?v=1&w=250&h=375&resize=fit
453,Mission de vie,"Dans ce coffret, tu découvriras 42 cartes magnifiquement illustrées, accompagnées d'un livre, pour te guider dans la découverte de ta mission de vie.Au fil de la pratique, tu auras accès à des informations précieuses pour mener à bien tes projets professionnels, identifier tes aspirations profondes, et t'épanouir pleinement, avec la possibilité de dater tes prédictions. Tu comprendras aussi quelle est ta lignée karmique, le sens de ta mission d'âme, et tu seras guidé-e dans les différentes étapes de ta réalisation personnelle en te reconnectant à qui tu es vraiment.
Grâce à cet oracle, tu es maître de ton destin, en connexion avec tes guides !",Isabelle Cerf,21 juin 2019,9782361882891,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjM2MTg4Mjg5MS83MjliNDM3ODBiNWIyYmJhYmQzZDc4NmY3ZmZkY2JiY2NiMmYzZjFlLmpwZWc=/729b43780b5b2bbabd3d786f7ffdcbbccb2f3f1e-250-375.jpeg?v=1&w=250&h=375&resize=fit
456,L'Oracle de Kalypso,"Découvre l'incroyable force de l'amour !

Une pincée d'authenticité, un soupçon d'humour et surtout beaucoup d'amour. Tu mélanges tout ça et tu obtiens L'Oracle de Kalypso. À la fois doux et puissant, tu y trouveras les réponses à toutes tes questions, ainsi que de nombreux conseils pour avancer au mieux dans ta vie.Dans ce coffret de 51 superbes cartes, Kalypso a mis une grande dose d'énergie d'amour, la plus belle énergie de l'Univers. Et grâce au livre de 136 pages, tu découvriras la signification de chaque carte, mais surtout, cet oracle réconfortant va t'aider à déceler ce qu'il y a de plus beau en toi ! Parce que l'amour, ça commence en s'aimant soi-même !",Kalypso,19 Oct. 2023,9782492847844,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjQ5Mjg0Nzg0NC84MmZlZjkzMTI4N2Y1NTVmMGJkNTQ3YmQ2ZWY0N2M1MjI1NGMxZjIzLmpwZWc=/82fef931287f555f0bd547bd6ef47c52254c1f23-250-375.jpeg?v=1&w=250&h=375&resize=fit
458,Oracle des mémoires familiales,"Nous portons tous en nous le poids d'un héritage familial. Dans cet oracle thérapeutique, Virginie Robert vous aide à mettre en lumière les mémoires enfouies et vous explique comment vous en libérer.Grâce à la puissante guidance des cartes et aux rituels qui les accompagnent, réparez les blessures de vos ancêtres, libérez votre descendance et reprenez votre juste place pour avancer sereinement sur votre chemin de vie.
44 cartes et un livret pour vous permettre de dévoiler votre être véritable.",Virginie Robert,25 avr. 2023,9791028527723,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc5MTAyODUyNzcyMy83ZGJlZWQ1N2FjOTlmYWMyMjExMDMzMDU5ZTZkYzVlODdhNGMwOGRjLmpwZWc=/7dbeed57ac99fac2211033059e6dc5e87a4c08dc-250-375.jpeg?v=1&w=250&h=375&resize=fit
461,La vie après la vie,"La vie après la vie
Partout dans le monde, des milliers de rescapés de la mort apportent des témoignages bouleversants. Le scénario est souvent le même : déclarée cliniquement morte, la personne a l'impression de sortir de son corps. Son « âme » s'engage alors dans un tunnel au bout duquel resplendit une lumière extraordinaire.Dans un lieu de paix et de beauté, elle est accueillie par un être de lumière qui lui fait revoir chacun des événements de sa vie. À regret, l'âme retourne ensuite dans son corps et la personne reprend conscience.Un livre bouleversant, qui libère de bien des peurs.",Raymond A. Moody,22 févr. 2017,9782290139172,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI5MDEzOTE3Mi9kNWViOWE5OTRmMjNmNDY0NGQ4MDMxOGNhYzNjYWZiYmVjN2NiNzY4LmpwZWc=/d5eb9a994f23f4644d80318cac3cafbbec7cb768-250-375.jpeg?v=1&w=250&h=375&resize=fit
462,Coffret Le petit oracle des heures miroirs,"Vous apercevez l'heure et il est 21 h 21 ? Vous vous réveillez au milieu de la nuit et vous remarquez un 03 h 03 sur votre réveil ? Et si ce n'était pas le fruit du hasard, mais un message que vous envoie l'Univers ?Les heures miroirs ont ce pouvoir de créer un lien entre les anges et vous. Ouvrez votre coeur et votre âme à la magie des nombres, et écoutez les messages de vos anges afin de recevoir leurs guidances qui vous accompagneront sur votre chemin de vie, jour après jour.",Fanny Feerie,10 Nov. 2021,9782849336441,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg0OTMzNjQ0MS80MDVhOGUxZTgyYzI3YjgxZGQ3NWQyYWFjYjUyZjQxM2RkOTdiM2QzLmpwZWc=/405a8e1e82c27b81dd75d2aacb52f413dd97b3d3-250-375.jpeg?v=1&w=250&h=375&resize=fit
464,Coffret Le petit oracle de la mission de vie,"Et si vous utilisiez enfin votre plein potentiel pour vous réaliser ?Simple et puissant, ce petit oracle vous guidera à chaque instant sur votre chemin de vie. Il vous aidera à identifier vos aspirations profondes, vos aptitudes, et à comprendre ce qui vous fait pleinement du bien.Jour après jour, ces 58 cartes vous apporteront le message dont vous avez besoin pour agir facilement, comprendre la situation et garder le cap afin de réaliser vos projets, ceux qui vous correspondent véritablement.

Votre mission de vie vous attend !",Jenna Blossoms,9 sept. 2020,9782849335536,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg0OTMzNTUzNi9iMGMyNDFmZGVmNWNjOTJkZTUwM2RkODJmYWFiMTFhMjMzMzU1NTk5LmpwZWc=/b0c241fdef5cc92de503dd82faab11a233355599-250-375.jpeg?v=1&w=250&h=375&resize=fit
465,L'oracle du cri des âmes,"Comme chacun d'entre nous, tu portes en toi des blessures d'âme que tu ne peux ni fuir ni effacer. Ces blessures ont engendré des blocages que ton inconscient à créé dans le but premier de te protéger. Aujourd'hui, ces blocages te pèsent et tu voudrais t'en détacher, et c'est en apprenant à communiquer avec eux que tu pourras les apaiser et les déconstruire, pour enfin t'accepter de toute ton âme. C'est le plus beau cadeau que tu puisses te faire.Grâce à cet oracle de 42 cartes illustrées par l'artiste Daphna Sebbane et au livre de 248 pages, tu pourras recevoir directement les messages de tes blessures et de tes blocages, créer une nouvelle relation avec eux afin d'apprivoiser tes failles, et prendre conscience de tes besoins et de tes désirs profonds. Ainsi, ils deviendront des alertes positives pour aimer toute la complexité de ton être et révéler ta magie intérieure.",Isabelle Cerf,14 sept. 2023,9782361886998,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjM2MTg4Njk5OC8zZmY1ZWUzOWU4ZGYxMjcxNzFjNmE4ZDE3OGM4MTFmYWMyOGEzZDM3LmpwZWc=/3ff5ee39e8df127171c6a8d178c811fac28a3d37-250-375.jpeg?v=1&w=250&h=375&resize=fit
471,Coffret Le Chakra du coeur - Extension - 18 nouvelles cartes oracle pour approfondir ses guidances,"Après le succès du coffret best-seller Le Chakra du coeur, voici 18 nouvelles cartes que tu pourras utiliser pour répondre à laquestion : « Quels sont mes blocages sentimentaux ? »Ces 18 cartes, toujours poétiquement illustrées par Wild Amanda, t'aideront à identifier ce qui t'empêche de t'épanouir et de rencontrer l'âme soeur, et feront la lumière sur les ressources positives qui sont en toi pour y parvenir. Tu pourras également les associer aux 42 cartes originelles pour obtenir des informations complémentaires et enrichir tes tirages.",Isabelle Cerf,25 Nov. 2021,9782361884628,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjM2MTg4NDYyOC9iYzE0MDk0Y2I3N2JjNmMxMzRlNzVjNjU0ZDMwODdlNWIxY2U5NzM3LmpwZWc=/bc14094cb77bc6c134e75c654d3087e5b1ce9737-250-375.jpeg?v=1&w=250&h=375&resize=fit
473,Le petit oracle des énergies cosmiques - Coffret,"Faites rayonner votre lumière intérieure !
La lumière est présente en nous et tout autour de nous ; mais nous pouvons parfois l'oublier... Grâce aux 55 cartes de ce petit oracle magique, vous recevrez des messages intuitifs et des conseils pour vous accompagner dans votre cheminement personnel et spirituel. Ces messages cosmiques vous apporteront toutes les clés dont vous avez besoin pour trouver votre voie et faire rayonner votre lumière intérieure.Recevez les vibrations réconfortantes de l'Univers pour approfondir votre connexion à votre âme et avancer au quotidien en toute sérénité.",Kévin Piranio,3 Nov. 2022,9782849337110,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg0OTMzNzExMC9hYjJhMzZhYTBjYmZmMGZjMjg0MTA0NjdjM2VlNzUxNTE1OGNmNzlhLmpwZWc=/ab2a36aa0cbff0fc28410467c3ee7515158cf79a-250-375.jpeg?v=1&w=250&h=375&resize=fit
477,L'Oracle de la forêt sacrée,"Rencontrez les esprits de la nature et découvrez les royaumes cachés de la forêt sacrée !
Chacune des 52 cartes richement illustrées est une clé pour ouvrir un portail énergétique vers des royaumes similaires aux légendes du Shambhala tibétain et aux brumes d'Avalon. La tempête vous invite à embrasser le chaos, la Grotte des fougères enchantées vous offre un refuge, l'Ours vous encourage à l'ancrage, tandis que l'Esprit de la grotte de cristal vous conseille le lâcher-prise...Puisez dans les forces naturelles de la nature, connectez-vous à votre sagesse intérieure, et vous recevrez des réponses inspirantes pour faire la lumière sur vos questions existentielles ou spirituelles...",Denise Linn,6 juil. 2023,9782361885113,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjM2MTg4NTExMy9mZGE4MzFlODNmZjQwMjNhNWU2MDNkZGZhNjA0MDY3ZGM1MzU1ZWFiLmpwZWc=/fda831e83ff4023a5e603ddfa604067dc5355eab-250-375.jpeg?v=1&w=250&h=375&resize=fit
480,La bible des anges,"La bible des anges

La bible des anges est un guide merveilleux et complet sur les anges, leur influence et leur rôle dans notre vie.Vous voulez savoir qui est votre ange gardien et comment bénéficier de son aide en cas de besoin ?Joane Flansberry, médium talentueuse, vous apprendra à identifier, parmi les soixante-douze Anges de Lumière, celui qui vous est spécifique.S'inspirant de la tradition hébraïque et guidée par ses communications avec le monde angélique, elle dévoile les spécialités des différents anges et nous montre comment recevoir leur soutien, leur amour et leur sagesse.",Joane Flansberry,25 mai 2013,9782290071953,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI5MDA3MTk1My8xNDhlZDM4ZGU5MmI5MTQwMTM5YzdmOGU3ZDZiMmJkZmQyMGIzMTk4LmpwZWc=/148ed38de92b9140139c7f8e7d6b2bdfd20b3198-250-375.jpeg?v=1&w=250&h=375&resize=fit
481,L'heritage lenormand - un livre & 36 cartes restaurees,"Célèbre voyante du XIXe siècle, Mlle Lenormand a inspiré de nombreux ouvrages et jeux de cartes. Mais saviez-vous qu'elle n'a jamais créé ni même utilisé aucun des jeux portant son nom ? Ses propres écrits et les témoignages de l'époque l'attestent : elle n'utilisait que des cartes à jouer classiques.Si elle avait créé le Petit Lenormand, comment s'organiserait-il ? En réponse, Gabryann Myrddin s'est inspiré de jeux et d'ouvrages anciens pour développer les cartes de L'Héritage Lenormand. Il a ainsi restauré leur interprétation et rectifié leur attribution en cohérence avec la cartomancie classique. Il propose plusieurs méthodes de tirage et même un parallèle avec l'oracle Kipper.Oubliez ce que vous pensez savoir, et entamez ce voyage sur les traces de la plus célèbre cartomancienne de l'histoire, au plus près de sa véritable méthode.Ce coffret est composé d'un livre de 176 pages, de 36 cartes de L'Héritage Lenormand et d'un double grand tableau de tirage.",Gabryann Myrddin,11 mars 2024,9782841978854,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjg0MTk3ODg1NC84MmUyYjFhZmQ4MTMyZGJhNzZkMjE1NzA0YzJiNWI3NTRjZTlhYWEyLmpwZWc=/82e2b1afd8132dba76d215704c2b5b754ce9aaa2-250-375.jpeg?v=1&w=250&h=375&resize=fit
482,L'oracle du peuple minéral,"Après les succès de L'oracle du peuple végétal et L'oracle du peuple animal, Arnaud Riou nous livre ses derniers enseignements chamaniques avec L'oracle du peuple minéral, le dernier volet de cette belle trilogie. Le peuple minéral, avec sa sensibilité et son intelligence, joue un rôle fondamental dans l'équilibre du vivant. Élément premier dans la constitution de notre planète, il est le socle sur lequel a pu se déployer la vie. Il est partout autour de nous, sous nos pieds, dans nos paysages et soutient nos maisons et nos monuments. On le retrouve également dans notre corps physique, sous forme d'oligo-éléments. Alors que les sociétés modernes multiplient les gisements, les mines et les carrières pour extraire massivement pierres précieuses ou minerais nécessaires au bon fonctionnement de nos appareils électroniques, déséquilibrant ainsi la structure de la Terre, il est temps de modifier le regard que nous portons sur le peuple minéral et d'ouvrir nos consciences à son immense sagesse. 
Accueillez la force, la protection et les enseignements de l'Esprit minéral pour vous inspirer et vous accompagner sur votre chemin de vie.
Après le succès de L'Oracle du peuple animal et de L'Oracle du peuple végétal, Arnaud RIOU vient clôturer, avec L'Oracle du peuple minéral, cette belle trilogie. Ce coffret, illustré par l'artiste Marie-France VENON, vous permettra de vous connecter aux pierres et aux minéraux afin de recevoir et de déchiffrer tous leurs messages.",Arnaud Riou,21 mars 2024,9782813231451,0,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjgxMzIzMTQ1MS83ZWJiMmQwNDg0NTNmOTQ0MDhlY2Y4ZWU2ZWFiMDk4ZmM5NmYzOTVmLmpwZWc=/7ebb2d048453f94408ecf8ee6eab098fc96f395f-250-375.jpeg?v=1&w=250&h=375&resize=fit
